Geneid,GSM461177,GSM461180
FBgn0021814,100,96
RR49603_transposable_element,0,0
FBti0059813,0,0
FBti0063205,0,0
FBgn0034455,64,94
FBgn0034266,0,2
FBgn0050160,0,0
FBgn0014870,132,128
FBgn0266574,0,0
FBti0062602,2,1
FBti0063119,0,0
FBti0061527,0,0
FBgn0265977,0,0
FBgn0020764,88,104
FBti0060400,0,0
FBgn0262427,0,0
FBgn0000337,0,0
FBti0019900,0,5
FBgn0033661,370,295
FBgn0034151,0,0
FBgn0050395,0,0
FBgn0040653,0,0
FBti0060599,0,0
FBti0018883,0,0
FBgn0053358,0,0
FBgn0034838,0,0
FBgn0263697,40,65
FBgn0262316,0,1
FBgn0261989,0,2
FBgn0053401,0,0
FBgn0034496,79,66
FBti0060869,0,0
FBgn0263084,0,0
FBgn0033907,16,23
FBti0018985,0,4
FBti0020003,0,0
FBgn0085426,0,0
FBgn0004400,18,35
FBtr0304293_df_nrg,0,0
FBgn0033564,20,24
FBgn0034381,0,0
FBgn0046999,0,0
FBti0060616,0,0
FBgn0033710,0,0
FBti0060147,0,0
FBti0061312,0,0
FBgn0262888,0,0
FBti0063682,0,0
FBgn0263464,0,0
FBti0019274,0,0
FBti0060868,0,0
FBgn0085732,22,20
FBti0063718,0,0
FBgn0085487,0,0
FBgn0085419,0,0
FBgn0033588,0,0
FBti0060621,0,0
FBgn0034295,0,0
FBgn0265496,0,0
FBgn0033378,99,109
FBgn0265849,0,0
FBgn0050267,0,0
FBgn0033047,0,0
FBgn0033813,8,16
FBti0063745,0,0
FBgn0053406,0,0
FBgn0011934,0,0
FBti0061056,0,0
FBti0064272,0,0
FBgn0050241,0,0
FBgn0024732,52,56
FBtr0472752_df_nrg,0,0
FBgn0019949,36,48
FBgn0015038,0,0
FBti0060792,0,0
FBti0061621,0,0
FBtr0309614_df_nrg,0,0
FBti0062389,0,0
FBgn0026393,2,10
FBgn0034512,0,0
FBgn0243516,191,166
FBgn0264876,0,0
FBti0018921,0,0
FBgn0024232,0,0
FBti0061239,0,0
FBgn0033498,0,0
FBgn0034177,6,12
FBgn0082941,0,0
FBgn0085260,0,1
FBgn0034804,6,4
FBti0018897,0,0
FBti0061843,0,0
FBgn0001122,90,163
FBgn0262227,0,0
FBgn0050001,6,14
FBgn0028434,10,22
FBgn0264299,0,0
FBti0063034,0,0
FBgn0033454,109,130
FBgn0053182,1,23
FBgn0002643,518,388
FBti0064142,0,0
FBti0061640,0,0
FBgn0053399,0,0
FBti0063252,2,0
FBgn0034882,0,0
FBgn0266046,0,0
FBti0061520,0,0
FBgn0033750,32,27
FBgn0033439,0,0
FBgn0034135,0,0
FBgn0054040,0,0
FBgn0264877,0,0
FBgn0260775,0,0
FBti0018963,2,0
FBgn0265651,0,1
FBgn0040092,0,0
FBgn0026533,678,625
FBgn0086519,0,0
FBgn0011660,64,61
FBgn0033069,0,0
FBgn0040063,0,0
FBgn0034854,291,350
FBgn0262117,69,84
RR48354_transposable_element,0,0
FBti0061532,0,0
FBti0063184,0,0
FBgn0063374,0,0
FBgn0263566,0,0
FBgn0263551,0,0
FBgn0287608,0,0
FBti0061269,0,0
FBgn0033304,58,86
FBti0061097,0,0
FBgn0034691,344,286
FBgn0034422,28,42
FBti0019276,0,0
FBti0019005,0,0
FBgn0259210,0,0
FBti0148144,0,0
FBgn0029092,1115,857
FBti0061935,0,0
FBgn0264834,9,3
FBgn0040778,0,8
FBgn0035031,1,0
FBgn0033232,50,70
RR48320_transposable_element,0,0
FBti0019031,0,0
FBgn0035077,0,0
FBgn0000289,492,535
FBgn0010548,275,278
FBgn0034059,42,38
FBgn0033088,38,60
FBgn0034442,8,10
FBgn0266624,1,5
FBgn0033741,252,292
FBti0063073,0,0
FBgn0034009,144,112
FBgn0033980,71,132
FBgn0010482,0,0
FBti0061131,0,0
FBgn0013548,166,98
RR48339_transposable_element,1,4
FBgn0033320,0,2
FBgn0034131,0,0
FBti0061510,0,0
FBti0063720,0,8
FBgn0033636,987,953
FBgn0033717,822,864
FBgn0265643,0,0
FBgn0053558,315,486
FBgn0266378,0,0
FBgn0053013,0,0
FBgn0034396,66,33
FBti0018947,1,2
FBgn0004003,0,1
FBgn0033715,26,32
FBgn0034704,16,17
FBti0018936,0,0
FBti0060934,0,0
FBgn0035007,2,0
FBgn0011910,0,0
FBgn0034563,0,0
FBgn0050297,0,0
FBti0061067,0,0
FBti0060128,0,0
FBti0064285,0,0
FBti0061731,0,0
FBgn0040735,0,0
FBti0060907,0,0
FBgn0033132,6,6
FBgn0050037,0,0
FBgn0260456,58,81
FBti0019987,0,0
FBgn0083005,0,0
FBgn0050052,0,6
FBgn0033816,70,55
FBgn0011892,0,0
FBti0061618,0,0
FBgn0034329,0,0
FBgn0033872,2,0
FBgn0011897,0,0
FBti0061717,0,1
FBgn0286039,0,0
FBgn0261016,2,6
FBti0061095,0,0
FBti0019922,0,0
FBti0063127,0,0
FBgn0034232,16,14
FBgn0015037,14,24
FBgn0050058,0,0
FBgn0043792,0,0
FBgn0265536,0,0
FBgn0034641,238,281
FBgn0035023,159,95
FBgn0050279,0,4
FBgn0050457,0,0
FBti0060874,0,0
FBgn0266626,0,0
FBti0064136,0,0
FBgn0265938,0,0
FBgn0011211,1628,1834
FBgn0265623,182,154
FBgn0263271,0,0
FBgn0034859,66,89
FBgn0050103,0,0
FBgn0050161,1,2
FBgn0034066,230,267
FBti0062576,1,3
FBgn0033086,20,16
FBgn0063375,0,0
FBgn0085227,0,0
FBgn0265646,0,0
FBgn0083003,1,0
FBgn0053471,0,0
FBti0060640,0,0
FBti0061453,0,0
FBgn0050373,24,34
FBgn0027538,13,14
FBgn0286740,0,0
FBgn0034272,0,0
FBgn0034413,0,0
FBti0063847,0,0
FBgn0033373,68,51
FBgn0034117,112,122
FBgn0034505,0,0
FBti0063202,0,0
FBgn0033358,0,0
FBgn0266808,0,0
FBtr0472806_df_nrg,0,0
FBgn0043471,0,0
FBgn0034985,54,44
FBgn0033412,2,2
FBti0018900,0,0
FBgn0034904,0,0
FBti0063863,0,0
FBti0060274,0,0
FBgn0033224,225,182
FBti0063087,0,0
FBgn0034277,608,758
FBgn0053362,0,0
FBgn0004181,0,0
FBti0061658,2,0
FBgn0034535,19,28
FBgn0027529,158,216
FBgn0085217,0,0
FBgn0034436,214,235
FBti0061836,0,0
FBgn0263529,0,0
FBgn0050158,0,0
FBti0061772,0,0
FBgn0265652,0,0
FBgn0263334,0,0
FBgn0000581,544,501
FBti0063137,1,0
FBgn0265186,86,85
FBgn0033749,26,24
FBgn0050016,0,0
FBgn0034140,0,6
FBgn0033720,0,0
FBti0061181,0,0
FBti0061259,0,0
FBgn0262570,2,0
FBgn0001276,10,24
FBgn0033524,0,4
FBgn0034457,0,0
FBgn0266791,0,0
FBgn0041243,2,0
FBti0061533,0,0
FBgn0034611,148,226
RR49755_transposable_element,0,1
FBtr0304390_df_nrg,0,0
FBtr0309578_df_nrg,0,0
FBti0060408,0,0
FBti0060991,0,0
FBgn0263083,0,0
FBtr0304328_df_nrg,0,0
FBgn0027561,380,306
FBgn0050441,0,0
FBgn0034996,0,0
FBgn0033945,2,3
FBgn0034451,75,82
FBgn0050461,0,0
FBti0019001,0,0
FBgn0003975,0,0
FBtr0304173_df_nrg,0,0
FBti0060258,0,0
FBti0061132,0,0
FBgn0053356,0,0
FBgn0033752,14,44
FBti0019011,0,2
FBti0060341,2,0
FBgn0034989,225,222
FBgn0010488,1919,1614
RR48384_transposable_element,0,0
FBti0018868,0,4
FBgn0011906,0,0
FBti0060631,0,0
FBti0062345,0,0
FBgn0260762,0,0
FBgn0053426,0,0
FBgn0050263,0,0
FBti0019003,0,0
FBgn0061197,0,0
FBti0060280,606,572
FBgn0053411,0,0
FBgn0034346,156,173
FBti0059799,0,0
FBti0061100,0,0
FBgn0261794,653,549
FBtr0304459_df_nrg,0,0
FBti0063199,0,0
FBti0062381,0,0
FBgn0261588,0,6
FBgn0033474,117,158
FBgn0034210,28,27
FBgn0261554,133,170
FBgn0034264,4,2
FBgn0034443,12,15
FBgn0034938,32,36
FBgn0035040,2,0
FBgn0262443,0,0
FBti0061424,0,0
FBgn0082926,0,0
FBgn0033785,8,26
FBgn0061361,0,0
FBgn0033272,52,122
FBgn0020391,31,48
FBgn0033799,11,20
FBgn0259211,1,4
FBgn0285940,0,0
FBti0060421,0,0
FBgn0085229,4,22
FBti0061327,0,0
FBgn0283553,0,0
FBgn0266438,0,0
FBgn0033578,0,0
FBgn0033135,1,0
FBgn0082942,0,0
FBgn0259179,0,0
FBgn0002531,5,0
FBgn0027788,2,0
FBgn0033638,164,155
FBgn0011849,0,0
FBgn0033950,0,0
FBgn0004698,285,309
FBgn0005612,70,100
FBgn0027091,174,122
FBgn0010228,146,221
FBgn0034534,82,59
FBgn0264914,0,0
FBgn0034429,0,0
FBti0060805,0,0
FBtr0304287_df_nrg,0,0
FBgn0034051,306,394
FBgn0050157,10,2
FBti0018945,0,0
FBgn0053964,0,0
FBti0062403,0,0
FBgn0264336,0,0
FBgn0011895,0,0
FBgn0034061,22,48
FBgn0034554,0,0
FBti0060129,0,0
FBgn0033730,0,0
FBgn0034218,0,0
FBgn0265981,0,0
FBgn0035094,0,6
FBgn0082968,0,0
FBgn0261292,0,0
FBgn0034460,0,0
FBgn0050095,0,0
FBgn0015372,44,55
FBgn0286785,108,78
FBgn0085582,2,4
FBgn0033017,60,44
FBgn0034010,83,33
FBgn0033591,0,0
FBgn0262464,0,0
FBti0063061,0,0
FBgn0267691,0,0
FBgn0063373,0,0
FBgn0002533,0,0
FBgn0058191,164,127
FBti0062344,0,0
FBgn0004101,60,76
FBgn0262412,0,0
FBgn0010316,56,59
FBgn0033866,0,0
FBgn0034784,0,0
FBgn0053199,0,0
FBti0018980,0,0
FBti0059733,2,1
FBgn0082919,0,0
FBgn0034248,1,0
FBgn0265915,0,1
FBgn0033154,0,0
FBti0061404,0,1
FBgn0034086,10,34
FBti0061666,0,0
FBti0060410,0,0
FBti0063740,0,0
FBgn0266087,0,0
FBgn0053370,0,0
FBti0061439,0,0
FBti0019975,0,3
FBgn0034365,41,38
FBgn0026761,152,186
FBgn0053155,0,3
FBti0061705,0,0
FBgn0053390,0,0
FBti0060496,0,0
FBgn0266814,0,0
FBti0018986,12,5
FBgn0033349,186,192
FBgn0287466,0,0
FBti0060850,0,0
FBgn0033726,0,0
FBtr0445467_df_nrg,0,0
FBtr0304267_df_nrg,0,0
FBti0061659,0,0
FBgn0082971,1,0
FBgn0011956,0,0
RR50207_transposable_element,0,4
FBgn0026136,0,0
FBti0061862,0,2
FBgn0050289,0,0
FBgn0033221,4,4
FBgn0085444,160,160
FBgn0033501,0,0
FBgn0035020,50,37
FBti0061926,0,0
FBgn0034654,327,343
FBgn0000658,0,0
FBti0061691,0,0
FBgn0011958,0,0
FBgn0034243,150,201
FBti0062507,0,0
FBgn0034743,2310,2740
FBti0018940,0,0
FBgn0266643,2,0
FBgn0054038,0,0
FBgn0034267,0,0
FBgn0053417,0,0
FBti0061154,2,0
FBgn0033605,4,7
FBgn0266819,2,4
FBgn0265593,0,0
FBti0063120,0,0
FBti0061696,0,0
FBti0061096,0,0
FBgn0033134,18,26
FBgn0265696,0,0
FBgn0034242,0,0
FBgn0034520,0,0
FBgn0287607,0,0
FBgn0050491,2,4
FBgn0086655,54,50
FBgn0069969,2,0
FBti0060938,0,0
FBgn0082981,0,0
FBgn0034098,70,88
FBgn0034921,52,58
FBgn0034510,0,0
FBti0063679,0,0
FBgn0262476,2,0
FBgn0034427,0,0
FBgn0044020,7,44
FBti0061207,0,0
FBgn0266859,0,0
FBgn0034144,0,0
FBgn0034109,32,30
FBti0019891,0,0
FBgn0034005,34,30
FBgn0033206,63,69
FBgn0034971,213,294
FBti0061939,0,0
FBgn0263030,0,0
RR49857_transposable_element,0,0
FBgn0083004,0,0
FBgn0016684,2,6
FBgn0034356,2,0
FBgn0083046,0,0
FBgn0040666,36,34
FBgn0034071,296,289
FBti0059788,0,0
FBgn0050326,0,2
FBgn0034998,2,0
FBgn0086022,0,0
FBti0060892,0,0
FBti0060502,0,0
FBti0019951,0,0
FBti0018970,2,8
FBti0062472,0,0
FBgn0010220,68,56
FBgn0267655,0,2
FBti0018888,0,0
FBgn0050011,0,0
FBgn0033558,0,0
FBti0060522,0,0
FBgn0034803,42,34
FBgn0058068,0,1
FBgn0085400,0,4
FBti0063705,0,0
FBgn0050271,0,2
FBgn0053503,14,3
FBti0063226,0,0
FBti0061110,0,0
FBti0061900,0,0
FBgn0264599,0,0
FBgn0011878,0,0
FBgn0265846,0,0
FBgn0033226,126,197
FBgn0086358,242,179
FBti0018912,0,0
FBgn0033810,20,36
FBgn0004581,4,1
FBgn0050428,17,10
FBgn0261267,0,0
FBgn0050154,0,0
FBgn0020908,0,2
FBgn0034796,37,61
FBti0063089,0,0
FBgn0033633,0,0
FBgn0033257,0,3
FBgn0015614,114,145
FBgn0034053,2,4
FBgn0003396,602,478
FBti0061688,0,0
FBgn0034911,0,2
FBgn0028424,23,26
FBgn0265193,22,20
FBgn0050503,0,0
FBgn0034570,532,445
FBgn0266846,0,0
FBgn0040007,204,300
FBgn0264541,0,0
FBti0062377,0,0
FBgn0033873,0,2
FBti0019883,0,0
FBti0061657,0,0
FBgn0266487,0,0
FBgn0034532,2,6
FBgn0053373,0,0
FBgn0033194,367,410
FBti0059686,0,0
FBgn0050073,0,0
FBti0063185,0,0
FBgn0033888,4,0
FBgn0013771,14,6
FBgn0063388,0,0
FBgn0034201,2,0
FBgn0034514,0,0
FBti0062506,0,0
FBti0060099,0,0
FBti0063982,0,0
FBti0061163,0,0
FBgn0039979,0,0
FBgn0033867,0,2
FBti0063050,0,0
FBgn0259937,438,616
FBgn0050234,0,0
FBgn0050479,0,0
FBti0062538,0,0
FBti0060828,0,0
FBgn0040091,149,62
FBti0063157,0,0
FBgn0045483,0,0
FBgn0015543,1,0
FBtr0309585_df_nrg,0,0
FBgn0034418,128,184
FBgn0085219,0,0
FBgn0264506,0,0
FBti0062405,0,0
FBgn0264496,0,0
FBti0059993,0,0
FBgn0027525,462,418
FBgn0050010,2,2
FBti0061124,0,0
FBgn0035085,117,26
FBgn0002570,0,0
FBgn0025693,91,91
FBgn0033921,10,4
FBgn0033850,0,0
FBgn0050120,0,0
FBgn0083951,0,0
FBgn0034446,0,1
FBgn0034552,0,0
FBti0060057,0,0
FBgn0033987,6,12
FBgn0286006,0,0
FBgn0263558,0,0
FBgn0034495,30,28
FBgn0011674,8,14
FBgn0082943,0,0
FBti0060525,0,0
FBgn0263397,6,20
FBgn0010358,0,0
FBgn0011867,0,0
RR48331_transposable_element,44,98
FBgn0040849,0,0
FBgn0033650,0,0
FBgn0034182,18,10
FBti0060905,0,0
FBtr0304377_df_nrg,0,0
FBgn0010504,52,85
FBti0063834,0,0
FBgn0261387,126,158
FBgn0260437,0,0
FBgn0040737,0,0
FBti0061071,0,0
FBti0061227,2,0
FBgn0004921,211,285
FBgn0028983,35,57
FBti0061125,0,0
FBti0059741,0,0
FBgn0033916,70,78
FBgn0266763,0,0
FBgn0085223,10,9
FBgn0034567,0,0
FBgn0040775,0,0
FBgn0265762,0,0
FBgn0265498,1,0
FBgn0033368,4,18
FBgn0034860,0,0
FBgn0265500,0,0
FBti0062365,0,0
FBgn0034986,36,52
FBti0060632,0,0
FBgn0265143,0,0
FBgn0033897,206,203
FBgn0050122,935,880
FBgn0050493,14,6
FBgn0027548,179,176
FBgn0085232,0,0
FBgn0263487,0,0
FBgn0033580,0,0
FBgn0033437,4,11
FBti0063744,0,0
FBgn0265313,0,0
RR48369_transposable_element,2,0
FBgn0034961,42,32
FBti0060971,0,0
FBgn0034473,0,0
FBgn0050082,2,0
FBgn0004360,0,2
FBgn0034833,0,0
FBgn0053369,0,0
FBtr0309587_df_nrg,0,0
FBgn0085250,0,0
FBgn0033101,102,136
FBgn0034643,190,180
FBgn0033100,12,24
FBti0062339,0,0
FBgn0085414,0,1
FBgn0033834,0,0
FBtr0309744_df_nrg,0,0
FBgn0259711,6,10
FBgn0050281,4,2
FBti0063232,4,6
FBti0061296,0,0
FBgn0034700,0,0
FBgn0033690,25,26
FBgn0025827,0,0
FBgn0034278,0,0
FBgn0261397,268,240
FBgn0050472,0,0
FBtr0472706_df_nrg,0,0
FBgn0034933,38,26
FBgn0266671,78,121
FBgn0267733,31,16
FBti0062490,0,0
FBti0060638,0,0
FBti0059872,0,0
FBgn0034617,21,52
FBti0060543,0,0
FBgn0053437,0,0
FBti0018978,0,0
FBti0060157,0,0
FBgn0034458,0,0
FBti0061808,11,19
FBgn0263999,0,0
FBgn0053535,0,0
FBgn0000562,202,198
FBgn0267823,16,18
FBgn0033027,0,1
FBti0060538,0,0
FBti0063016,0,0
FBtr0472807_df_nrg,0,0
FBgn0033589,0,0
FBgn0034913,78,74
FBgn0000044,6,6
FBti0064077,0,0
FBgn0050280,0,0
FBgn0260475,8,28
FBti0063168,0,0
FBgn0033400,48,59
FBgn0264560,274,312
FBti0060523,0,0
FBgn0083941,0,0
FBgn0034498,118,148
FBgn0002567,4,10
FBti0061422,0,0
FBgn0034931,0,0
FBgn0265306,0,0
FBgn0034063,32,37
FBgn0250842,2,2
FBgn0003008,16,16
FBgn0260499,0,0
FBti0060420,0,0
FBgn0266377,1005,820
FBgn0033863,0,0
FBgn0028744,184,137
FBgn0063385,0,0
FBtr0472722_df_nrg,0,0
FBgn0033756,87,90
FBgn0022027,46,33
FBgn0034012,4,0
FBgn0266811,0,0
FBgn0034073,66,55
FBtr0304517_df_nrg,0,0
FBgn0050340,8,12
FBti0061202,0,0
FBgn0001091,466,863
FBti0018983,0,0
FBgn0015872,2,0
FBgn0050272,0,0
FBti0060550,0,0
RR00128_transposable_element,0,0
FBgn0034430,42,56
FBgn0034361,30,45
FBti0061693,1,0
FBti0062378,0,0
FBti0064138,0,0
FBgn0261293,0,0
FBgn0086532,0,0
FBgn0028560,0,0
FBgn0266817,0,0
FBti0059729,0,0
FBti0061094,0,0
FBgn0034158,603,527
FBgn0086656,203,198
FBgn0028836,32,65
FBgn0265839,0,0
FBgn0022224,8,26
FBgn0033616,20,26
FBgn0033728,0,0
FBgn0086030,0,0
FBgn0004132,60,84
FBgn0029501,0,0
FBti0062343,0,0
FBgn0028740,6,15
FBgn0028743,3,5
FBgn0050471,0,0
FBgn0265061,0,0
FBgn0033353,3,2
FBgn0053374,0,0
FBgn0035068,0,0
FBgn0263481,0,0
FBgn0263377,0,0
FBgn0034788,0,0
FBti0061256,0,0
FBgn0033640,0,0
FBgn0053988,6,2
FBgn0261807,0,0
FBgn0035025,56,62
FBgn0022985,132,167
FBgn0033942,0,0
FBgn0020620,307,357
FBgn0005624,168,115
FBgn0046294,0,0
FBgn0262410,0,0
FBgn0265434,2736,3049
FBgn0034493,48,54
FBgn0002552,148,171
FBgn0041706,0,0
FBti0061517,0,0
FBgn0033762,72,64
FBgn0010342,102,108
FBgn0262838,0,0
FBgn0034050,77,117
FBgn0285952,1068,1420
FBgn0265307,0,0
FBti0061402,0,0
FBgn0015040,0,0
RR48329_transposable_element,0,0
FBti0063026,0,0
FBgn0053544,0,0
FBgn0061356,0,0
FBti0063862,0,0
FBgn0053140,0,0
FBgn0259745,281,271
FBti0019035,0,0
FBti0059790,0,0
FBtr0309597_df_nrg,0,0
FBti0062397,0,0
FBgn0034391,2,16
FBgn0265837,0,0
FBgn0033848,0,0
FBgn0027356,89,62
FBgn0266433,0,0
FBgn0050062,0,4
FBgn0263981,0,0
FBti0019896,0,0
FBgn0050083,0,0
FBti0060411,0,0
FBgn0050377,4,2
FBgn0034377,1,0
FBgn0034082,1,0
FBgn0266111,102,102
FBtr0304246_df_nrg,0,0
FBgn0086029,0,0
FBti0063684,0,0
FBgn0026401,356,272
FBgn0262414,0,0
FBgn0033042,0,0
FBgn0041174,18,10
FBgn0003701,68,84
FBgn0034481,0,0
FBti0061426,0,0
FBgn0034159,4,2
FBgn0033210,66,72
FBgn0034629,6,6
FBgn0262307,0,0
FBgn0265858,0,0
FBgn0264339,2,0
FBgn0262370,0,0
FBgn0265644,0,0
FBgn0284083,0,0
FBgn0016762,34,46
FBti0062291,0,0
FBgn0053012,0,0
FBgn0034321,4,5
FBgn0033195,8,18
FBgn0016078,54,52
FBgn0263980,0,4
FBti0062371,0,0
FBgn0266009,2,0
FBti0061069,0,0
FBgn0085253,0,0
FBti0018933,0,0
FBgn0034500,34,54
FBti0062564,0,0
FBgn0034364,0,0
FBti0018898,0,0
FBgn0265577,0,0
FBgn0033723,0,0
FBgn0053627,0,0
FBgn0040513,0,0
FBgn0034530,23,18
FBti0060120,0,0
FBti0060509,1,0
FBgn0034828,0,0
FBtr0472751_df_nrg,0,0
FBgn0026385,0,0
FBgn0025692,0,0
FBgn0262882,0,0
FBgn0015001,0,2
FBgn0045063,323,388
FBti0061484,0,0
FBti0060637,0,0
FBgn0266623,0,0
FBgn0266041,3,1
FBgn0050093,0,0
FBgn0003731,24,17
FBgn0050159,86,89
FBti0062615,0,0
FBgn0264271,0,0
FBti0018926,0,0
FBgn0265184,2,2
FBgn0053792,0,0
FBgn0034808,0,0
FBgn0001285,0,0
FBgn0050005,27,39
FBgn0050430,0,0
FBti0018918,0,0
FBgn0033184,43,55
FBti0060622,0,1
FBti0061233,0,0
FBgn0033943,0,2
FBti0063708,0,0
FBti0060079,0,0
FBgn0040777,812,742
FBti0060767,0,0
FBgn0265659,0,0
FBgn0041241,2,2
FBgn0050198,0,0
FBgn0033639,77,94
FBti0061435,0,0
FBti0059760,0,0
FBgn0040763,0,2
FBti0060532,0,0
FBgn0050211,0,0
FBgn0061188,0,0
FBgn0050125,0,0
FBti0063096,0,0
FBgn0286784,1058,1440
FBgn0050096,6,0
FBgn0033520,0,0
FBgn0266766,0,0
FBti0063030,0,0
FBgn0050355,1,0
FBgn0264962,242,219
FBgn0033884,20,32
FBgn0265853,0,0
FBgn0050447,0,0
FBti0019926,0,0
FBti0062340,0,0
FBgn0034484,0,0
FBgn0028683,21,25
FBgn0003687,36,40
FBgn0085222,0,0
FBgn0259219,1,0
FBtr0304340_df_nrg,0,0
FBgn0261698,0,0
FBgn0027619,160,216
FBgn0050325,0,1
FBgn0033766,80,134
FBgn0053632,0,0
FBgn0040729,0,0
FBgn0015754,196,243
FBti0019967,8,6
FBgn0033174,80,57
FBgn0086023,0,0
FBgn0262402,0,0
FBgn0034644,183,162
FBti0062589,0,0
FBgn0050464,0,0
FBgn0053359,0,0
FBgn0053476,0,0
FBti0060634,0,0
FBgn0260436,0,0
FBgn0035008,0,0
FBti0018916,0,0
FBgn0260934,952,714
FBgn0033085,10,14
FBti0060769,0,0
FBgn0265104,12,10
FBti0060798,0,0
FBgn0003401,14,41
FBgn0263707,0,0
FBgn0050268,0,0
FBgn0034029,29,80
FBti0060151,0,0
FBgn0033278,0,0
FBgn0034665,0,0
FBgn0265341,9,2
FBgn0034351,20,24
FBgn0266439,0,0
FBgn0000577,0,0
FBgn0010435,12,6
FBti0060886,0,0
FBgn0015801,122,104
FBgn0033778,0,0
FBgn0266432,0,0
FBti0061486,0,0
FBgn0265642,0,0
FBgn0050080,0,0
FBti0061455,0,0
FBgn0259737,0,0
FBgn0050383,4,16
FBgn0011935,0,0
FBgn0053438,0,0
FBgn0004362,387,499
FBtr0472708_df_nrg,0,0
FBgn0265665,0,0
FBti0019278,0,0
FBgn0265844,0,0
FBgn0085235,0,0
FBgn0010241,0,2
FBti0062323,0,0
FBgn0050087,0,0
FBgn0022740,0,0
FBgn0040502,0,0
FBgn0032997,38,30
FBgn0025360,0,0
FBgn0003612,258,277
FBti0060362,0,0
FBgn0029082,0,0
FBgn0033427,13,26
FBgn0053395,0,0
FBgn0010551,400,491
FBgn0034935,0,6
FBgn0040674,0,0
FBgn0260222,0,0
FBgn0265838,0,0
FBti0059791,0,0
FBgn0033468,70,76
FBgn0085240,0,0
FBgn0034187,6,14
FBgn0033955,0,0
FBgn0264909,0,0
FBgn0041581,4,2
FBgn0265658,2,2
FBgn0004435,17,16
FBgn0034599,40,48
FBti0063133,0,0
FBti0063144,0,0
FBgn0262840,0,0
FBti0063853,0,0
FBgn0265631,0,0
FBgn0050089,90,102
FBti0019039,0,0
FBgn0034354,22,70
FBgn0015477,569,473
FBti0059832,0,0
FBgn0034475,0,0
FBgn0265594,0,0
FBgn0010423,0,0
FBti0064059,0,0
FBti0063257,0,0
FBgn0033339,532,534
FBgn0266644,0,0
FBgn0033459,8,14
FBgn0033820,0,1
FBti0060515,0,0
FBgn0266008,0,0
FBti0062469,0,0
FBgn0026378,40,58
FBgn0034128,0,0
FBgn0015602,54,47
FBti0060277,0,0
FBti0061619,0,0
FBti0063201,0,0
FBgn0053435,0,0
FBgn0034490,2,4
FBgn0033924,43,82
FBgn0034627,26,8
FBgn0265174,70,68
FBgn0033667,0,0
FBti0062331,0,0
FBti0061445,0,0
FBgn0011236,320,239
FBti0063176,0,0
FBgn0024188,60,55
FBgn0033602,0,0
FBgn0265099,1,0
FBgn0010590,119,186
FBgn0033769,4,26
FBtr0304457_df_nrg,0,0
FBgn0050440,14,20
FBgn0033902,818,935
FBgn0053448,0,0
FBgn0050401,0,0
FBti0060552,0,0
FBgn0004896,0,0
FBgn0001325,0,0
FBgn0003382,0,0
FBgn0285892,108,68
FBgn0034837,0,0
FBti0059827,0,0
FBgn0034683,2,0
FBti0063156,0,0
FBgn0265855,0,0
FBti0060512,0,0
FBgn0263240,44,40
FBgn0065047,0,0
FBgn0263046,0,0
FBgn0260223,0,0
FBgn0287464,0,0
FBgn0034920,0,0
FBgn0014184,738,797
FBti0063757,0,0
FBgn0034398,702,567
FBti0061805,0,0
FBgn0043534,0,0
FBgn0033165,0,0
FBti0018915,0,0
FBgn0034179,104,108
FBgn0033615,37,42
FBtr0472808_df_nrg,0,0
FBgn0262169,8,8
FBti0060260,0,0
FBgn0034403,4,6
FBgn0053454,0,0
FBti0019029,0,0
FBgn0053554,273,272
FBti0060870,0,0
FBgn0011286,6,2
FBgn0034172,34,38
FBgn0033960,3,6
FBgn0034565,0,0
FBti0061346,0,0
FBgn0050290,0,0
FBgn0062961,0,0
FBgn0028473,3466,2521
FBgn0034553,0,0
FBti0062325,0,0
FBti0060347,0,0
FBgn0034975,286,313
FBgn0286007,0,0
FBgn0261269,18,28
FBgn0033737,85,90
FBtr0445449_df_nrg,0,0
FBgn0033821,4,2
FBgn0264880,0,0
FBgn0265529,0,0
FBgn0034973,0,0
FBgn0001263,2,6
FBtr0309653_df_nrg,0,0
FBgn0034387,0,0
FBgn0016984,342,380
FBgn0033323,0,0
FBgn0050203,0,0
FBgn0034075,22,8
FBgn0034426,0,0
FBgn0265842,0,0
FBti0061237,0,0
FBgn0278599,0,0
FBgn0262824,0,0
FBgn0265657,0,0
FBgn0033629,0,0
FBgn0086604,0,0
FBgn0053998,0,0
FBti0060981,0,2
FBgn0028737,1001,1232
FBgn0017556,0,0
FBti0059807,0,0
FBgn0050274,0,0
FBgn0263116,0,0
FBgn0265365,0,0
FBgn0033668,0,1
FBgn0058461,0,3
FBgn0085243,0,0
FBti0061311,2,1
FBgn0033708,0,0
FBti0063033,0,0
FBgn0265053,0,0
FBgn0034869,0,0
FBgn0053436,0,0
FBgn0050269,0,0
FBti0018995,0,0
FBgn0034925,35,36
FBgn0035086,3,7
FBgn0011893,0,0
FBgn0262220,0,0
FBgn0266048,0,0
FBgn0034722,108,106
FBti0018959,0,0
FBgn0034328,0,0
FBti0063032,0,0
FBgn0266640,0,0
FBti0063086,0,0
FBgn0033770,0,0
FBti0059734,0,0
FBti0019931,0,0
FBgn0265348,2,6
FBti0062278,0,0
FBti0062618,0,0
FBti0063188,0,0
